"Tabla de indicadores","","Fecha de descarga: 18-08-2017 (18:00:59)","","","","","","","","","","","","",""
"Silao, Guanajuato","Relación inversión-pib (%)","","","","","0.32","0.05","0.26","0.04","0.04","0.01","0.03","0.01","0.1","0.11"
"Tulancingo, Hidalgo","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tuxpam, Veracruz","Relación inversión-pib (%)","0.01","0.01","0.01","","0.01","0.01","","0.01","0.02","","","","",""
"Valle de Santiago, Guanajuato","Relación inversión-pib (%)","0.09","0.13","0.14","0.16","0.18","0.25","0.27","","","","","","",""
"Santa María del Tule, Oaxaca","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Sta. C. de J. Rosas, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tarimoro, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Apizaco, Tlaxcala","Relación inversión-pib (%)","","","","","","","","0.03","","","","","",""
"Dolores Hidalgo, Guanajuato","Relación inversión-pib (%)","","0.02","0.03","0.06","0.18","0.05","0.11","0.13","0.09","","","","",""
"La Paz, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Nicolás Romero, México","Relación inversión-pib (%)","","","0.02","","","","","","","","","","",""
"San Miguel Allende, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Valparaíso, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Coatzacoalcos, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Nuevo Casas Grandes, Chihuahua","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Chilpancingo, Guerrero","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Ciudad de México, Distrito Federal","Relación inversión-pib (%)","139.29","110.3","40.57","97.04","147.67","199.18","232.13","198.14","185.7","176.28","181.62","326.01","156.93","91.31"
"Metepec, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Atlixco, Puebla","Relación inversión-pib (%)","","","","","","","","","","","","","11.86","16.69"
"Huamantla, Tlaxcala","Relación inversión-pib (%)","","0.01","0.02","0.01","","0.02","0.02","0.01","","0.02","","","","0.04"
"Camargo, Chihuahua","Relación inversión-pib (%)","","","0.08","0.22","0.08","0.08","0.15","0.3","0.14","","0.12","0.31","0.21","0.12"
"Balancán, Tabasco","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tulum, Quintana Roo","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tamazunchale, San Luis Potosí","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Calvillo, Aguascalientes","Relación inversión-pib (%)","","","","","0.34","0.33","0.05","0.06","0.03","0.04","","","",""
"Acámbaro, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Apaseo el Alto, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Apaseo el Grande, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Cortázar, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jaral de Progreso, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Purísima del Rincón, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Romita, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Salvatierra, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San Francisco del Rincón, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San Felipe, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San José Iturbide, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Uriangato, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Villagrán, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Progreso, Yucatán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Aguililla, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Papantla, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tacámbaro, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Río Blanco, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Cosamaloapan, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Charo, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Santiago Maravatío, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jerécuaro, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Comonfort, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Coroneo, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tarandacuao, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Doctor Mora, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Cuerámaro, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San Martín Texmelucan, Puebla","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Ciudad Guzmán, Jalisco","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Pánuco, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Cancún, Quintana Roo","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Acayucan, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"La Piedad, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Zacatlán, Puebla","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Altamira, Tamaulipas","Relación inversión-pib (%)","","","0.1","0.25","0.19","0.02","0.05","0.07","0.04","0.06","0.11","","",""
"Cd. Hidalgo, Michoacán","Relación inversión-pib (%)","","","","","","","","","","0.09","","","",""
"Coacalco, México","Relación inversión-pib (%)","","","0.05","0.01","","","","","","","","","",""
"Ecatepec, México","Relación inversión-pib (%)","","0.03","0.04","0.08","0.04","0.02","0.03","","","","","","",""
"Erongaricuaro, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Huatabampo, Sonora","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Huauchinango, Puebla","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Huejutla de Reyes, Hidalgo","Relación inversión-pib (%)","","","","","","","0.34","0.02","","","","","",""
"Huixquilucan, México","Relación inversión-pib (%)","","0.01","","0.01","","0.01","","0.07","0.03","0.11","0.15","","",""
"Jesús María, Aguascalientes","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Lagos de Moreno, Jalisco","Relación inversión-pib (%)","","","","","","","","0.01","0.04","0.02","0.04","0.05","",""
"Los Cabos, Baja California Sur","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Meoqui, Chihuahua","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Palenque, Chiapas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Puente de Ixtla, Morelos","Relación inversión-pib (%)","","","","","","0.2","","","","","","","",""
"Río Bravo, Tamaulipas","Relación inversión-pib (%)","0.1","0.08","0.05","0.2","0.14","0.03","0.01","0.3","0.4","0.41","","","",""
"Saucillo, Chihuahua","Relación inversión-pib (%)","","","","","","","","0.12","0.05","0.04","","","",""
"Taxco, Guerrero","Relación inversión-pib (%)","","","","","","","1.2","1.37","1.42","1.45","","","",""
"Tecámac, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tlaquepaque, Jalisco","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tuxpan, Nayarit","Relación inversión-pib (%)","","","","","","","","0.02","0.2","0.25","","","",""
"Zacatepec, Morelos","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Cd. Victoria, Tamaulipas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Francisco I. Madero, Coahuila","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jiutepec, Morelos","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jojutla, Morelos","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Matamoros, Coahuila","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Matamoros, Tamaulipas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Mérida, Yucatán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Navojoa, Sonora","Relación inversión-pib (%)","","","","","","","0.09","0.13","0.48","1.02","0.67","","",""
"Nuevo Laredo, Tamaulipas","Relación inversión-pib (%)","0.02","0.1","0.09","0.16","0.45","0.45","0.21","0.46","0.12","0.17","0.09","","",""
"Pátzcuaro, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San Cristobal de las Casas, Chiapas","Relación inversión-pib (%)","","","","","","","","","","","","1.43","1","1.59"
"San Pedro, Coahuila","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Santa Rosalía, Baja California Sur","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tehuacan, Puebla","Relación inversión-pib (%)","","","","","","0.13","0.17","0.21","0.07","","","","",""
"Uruapan, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Xalisco, Nayarit","Relación inversión-pib (%)","","","","0.02","0.03","0.05","0.05","0.05","0.01","0.01","","","",""
"Zamora, Michoacán","Relación inversión-pib (%)","","0.08","0.09","","0.08","0.06","0.17","0.15","0.88","0.19","0.1","","",""
"Zihuatanejo, Guerrero","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Oaxaca, Oaxaca","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tapachula, Chiapas","Relación inversión-pib (%)","0.1","","0.12","0.33","0.12","0.38","0.09","","","","","","",""
"Tepeji del Río, Hidalgo","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tlaxcala, Tlaxcala","Relación inversión-pib (%)","","","","","0.07","0.12","","","","","","","",""
"Tultitlán, México","Relación inversión-pib (%)","","","","","0.32","0.15","0.13","","","","","","",""
"Zacapu, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Santa Catarina, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Loreto, Baja California Sur","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tierra Blanca, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Victoria, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Santa María del Oro, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Yuriria, Guanajuato","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Ixtlán, Michoacán","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Salvador Alvarado, Sinaloa","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Badiraguato, Sinaloa","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Atizapán de Zaragoza, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Bahía de Banderas, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Huasca de Ocampo, Hidalgo","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Concepción del Oro, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Ruiz, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tecuala, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Río Grande, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jalpa, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"San Pedro Cholula, Puebla","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Empalme, Sonora","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Chalco, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Luis Moya, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tlaltenango, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Monte Escobedo, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Tequesquitengo, Morelos","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Chiautempan, Tlaxcala","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"González, Tamaulipas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Acaponeta, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Jala, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Lerma, México","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Rosamorada, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Calera, Zacatecas","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"El Salto, Durango","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Villa Uni?n, Sinaloa","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Asientos, Aguascalientes","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Amatlán de Cañas, Nayarit","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Guachochi, Chihuahua","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Plat?n S?nchez, Veracruz","Relación inversión-pib (%)","","","","","","","","","","","","","",""
"Huauchinango, Puebla","Eficiencia global (%)","25.48","25.1","25.46","27.25","29.87","33.41","43.08","31.39","35.77","23.56","21.93","14.8","39.57","39.55"
"Huejutla de Reyes, Hidalgo","Eficiencia global (%)","","","","","","","","19.75","","","","","",""
"Huixquilucan, México","Eficiencia global (%)","","","","","","36","41.63","49.64","53.48","54.39","54.66","","",""
"Jesús María, Aguascalientes","Eficiencia global (%)","","","","","","","","57.18","57.73","","","","",""
"Lagos de Moreno, Jalisco","Eficiencia global (%)","","","","","","","","","","","","","",""
"Los Cabos, Baja California Sur","Eficiencia global (%)","","","","","","","","","","","","62.55","60.39",""
"Meoqui, Chihuahua","Eficiencia global (%)","","","","","","","","","","","47.93","","",""
"Palenque, Chiapas","Eficiencia global (%)","","","","","","","","78.51","","","","","",""
"Puente de Ixtla, Morelos","Eficiencia global (%)","","","","","","","","","","","","","",""
"Río Bravo, Tamaulipas","Eficiencia global (%)","","","","","","","","","","","33.51","33.59","37.95",""
"Saucillo, Chihuahua","Eficiencia global (%)","","","","","","","60.83","68.09","","73.4","60.77","","","64.85"
"Taxco, Guerrero","Eficiencia global (%)","","","","","","","20.87","21.38","21.52","21.52","","","",""
"Tecámac, México","Eficiencia global (%)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Eficiencia global (%)","","","","","","","","","","","","","",""
"Tlaquepaque, Jalisco","Eficiencia global (%)","","","","","","","","79.79","","","","","",""
"Tuxpan, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Zacatepec, Morelos","Eficiencia global (%)","","","","","33.71","","","","16.42","","","","",""
"Cd. Victoria, Tamaulipas","Eficiencia global (%)","","54.42","","45.79","","46.47","","","","","","36.39","38.29","37.6"
"Francisco I. Madero, Coahuila","Eficiencia global (%)","","","","","","","35.76","35.02","32.09","28.33","41.18","","",""
"Jiutepec, Morelos","Eficiencia global (%)","","","","","","35.53","","","","","","","",""
"Jojutla, Morelos","Eficiencia global (%)","","","","","","","","","45.5","","","","",""
"Matamoros, Coahuila","Eficiencia global (%)","","","51.2","49.67","","","","57.89","63.47","","","50.68","",""
"Matamoros, Tamaulipas","Eficiencia global (%)","","","","","","","","","","","58.95","","",""
"Mérida, Yucatán","Eficiencia global (%)","58.4","60.07","","46.38","57.69","71.71","58.78","68.8","56.76","","70.82","","",""
"Navojoa, Sonora","Eficiencia global (%)","","","","","","","52.85","62.68","50.14","56.27","20.37","","",""
"Nuevo Laredo, Tamaulipas","Eficiencia global (%)","30.79","58.37","","50.45","51.68","55.57","60.3","61.77","47.43","43.22","","","",""
"Pátzcuaro, Michoacán","Eficiencia global (%)","","","","","","","","","","","","","",""
"San Cristobal de las Casas, Chiapas","Eficiencia global (%)","","","","","","","","","","","","","",""
"San Pedro, Coahuila","Eficiencia global (%)","","","","","25.03","23.97","22.87","23.74","","","","","",""
"Santa Rosalía, Baja California Sur","Eficiencia global (%)","","","","","","","","","","","","","",""
"Tehuacan, Puebla","Eficiencia global (%)","","","","","","","","","","","","","",""
"Uruapan, Michoacán","Eficiencia global (%)","","","","","","","","","","","","","",""
"Xalisco, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Zamora, Michoacán","Eficiencia global (%)","","","","","","","59.79","59.85","47.74","74.46","","","",""
"Zihuatanejo, Guerrero","Eficiencia global (%)","","","","","","","","","","","","","",""
"Oaxaca, Oaxaca","Eficiencia global (%)","","","","","","","","51.35","33.56","34.45","23.52","33.65","26.48","20.7"
"Tapachula, Chiapas","Eficiencia global (%)","37.83","35.82","42.43","42.79","","22.77","","","35.75","","","","",""
"Tepeji del Río, Hidalgo","Eficiencia global (%)","53.51","","","","","","","","","","","42.8","42.47","39.28"
"Tlaxcala, Tlaxcala","Eficiencia global (%)","","","","57.9","54.03","59.73","63.01","","","65.69","51.71","","",""
"Tultitlán, México","Eficiencia global (%)","","","","","","","","","","","","","",""
"Zacapu, Michoacán","Eficiencia global (%)","","","","","","","","","","","","","",""
"Santa Catarina, Guanajuato","Eficiencia global (%)","","","","","","","","","","","","","",""
"Loreto, Baja California Sur","Eficiencia global (%)","","","","","","","","","","","","","",""
"Tierra Blanca, Guanajuato","Eficiencia global (%)","","","","","","","","","","","","","",""
"Victoria, Guanajuato","Eficiencia global (%)","","","","","","","","","","","","","",""
"Santa María del Oro, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Yuriria, Guanajuato","Eficiencia global (%)","","","","","","","","","","","","","",""
"Ixtlán, Michoacán","Eficiencia global (%)","","","","","","","","","","","","","",""
"Salvador Alvarado, Sinaloa","Eficiencia global (%)","","","","","","","","","","51.65","54.19","49.42","48.89","59.87"
"Badiraguato, Sinaloa","Eficiencia global (%)","","","","","","","","","","","","","",""
"Atizapán de Zaragoza, México","Eficiencia global (%)","","","","","","","","","","","","28.36","28.29","22.93"
"Bahía de Banderas, Nayarit","Eficiencia global (%)","","","","","","","","","","","25.59","31.81","27.35","19.86"
"Huasca de Ocampo, Hidalgo","Eficiencia global (%)","","","","","","","","","","","","","",""
"Concepción del Oro, Zacatecas","Eficiencia global (%)","","","","","","","","","","","","","27.86","27.86"
"Ruiz, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Tecuala, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Río Grande, Zacatecas","Eficiencia global (%)","","","","","","","","","","","56.56","62.55","64.13","61.41"
"Jalpa, Zacatecas","Eficiencia global (%)","","","","","","","","","59.21","62.76","51.01","62.78","63.84",""
"San Pedro Cholula, Puebla","Eficiencia global (%)","42.79","16.39","","","","","","","","","","","",""
"Empalme, Sonora","Eficiencia global (%)","","","","","","","","","","","","","21.57",""
"Chalco, México","Eficiencia global (%)","","","","50","50","50","50","50","50","50","50","50","50","50"
"Luis Moya, Zacatecas","Eficiencia global (%)","","","","","","29","19.46","20.95","16.31","17.66","25.82","31.02","44.63","19.88"
"Tlaltenango, Zacatecas","Eficiencia global (%)","74.66","","","","","63.77","","62.66","48.98","46.36","53.32","57.26","55.29","50.45"
"Monte Escobedo, Zacatecas","Eficiencia global (%)","","","","","","","35.72","63.43","58.94","56.07","57.27","54.55","60.75","57.71"
"Tequesquitengo, Morelos","Eficiencia global (%)","","","","","","","","","","","","","",""
"Chiautempan, Tlaxcala","Eficiencia global (%)","","","","","","","","","","","","","",""
"González, Tamaulipas","Eficiencia global (%)","60.35","52.88","","59.82","57.54","60.72","62.12","59.2","57.71","58.97","59.03","60.39","48.34","57.92"
"Acaponeta, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Jala, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Lerma, México","Eficiencia global (%)","","","","","","","","","","","","","56.53","29.78"
"Rosamorada, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Calera, Zacatecas","Eficiencia global (%)","","","","","","","60.09","","51.31","50.55","52.2","52.92","54.16","65.44"
"El Salto, Durango","Eficiencia global (%)","","","","","","","","","","","","34","",""
"Villa Uni?n, Sinaloa","Eficiencia global (%)","","","","","","","","","","","","","",""
"Asientos, Aguascalientes","Eficiencia global (%)","","","","","","","","","","","","","",""
"Amatlán de Cañas, Nayarit","Eficiencia global (%)","","","","","","","","","","","","","",""
"Guachochi, Chihuahua","Eficiencia global (%)","","","","","","","","","","","","","","46.03"
"Plat?n S?nchez, Veracruz","Eficiencia global (%)","","","","","","","","","","","","29.74","29.56","31.03"
"Tecate, Baja California","Eficiencia global (%)","68.37","","69.84","68.99","","69.53","","","","","","","",""
"Tijuana, Baja California","Eficiencia global (%)","59.96","61.26","62.22","63.1","62.54","58.97","59.93","60.71","57.73","55.81","70.98","74.64","71.2","73.42"
"Ensenada, Baja California","Eficiencia global (%)","","","","","","69.61","78.91","","54.25","53.53","52.79","55.27","60.39","60.39"
"Mexicali, Baja California","Eficiencia global (%)","69.03","","","","","76.71","67.95","67.45","","","71.17","75.06","67.79","65.87"
"Torreón, Coahuila","Eficiencia global (%)","44.35","45.81","","44.22","45.91","48.68","48.08","42.66","40.46","36.56","37.58","38.25","45.88","31.42"
"Saltillo, Coahuila","Eficiencia global (%)","","","","","69.47","67.06","","72.96","","","","","",""
"Irapuato, Guanajuato","Eficiencia global (%)","","","","","","","12.51","22.96","17.1","21.3","24.55","27.7","",""
"Celaya, Guanajuato","Eficiencia global (%)","","43.16","52","52.76","60.01","64.3","69.8","48.61","49.66","53.13","49.2","32.3","31.7","34.14"
"Toluca, México","Eficiencia global (%)","","","","","33.78","29.85","30.9","30.04","40.83","42.58","42.27","44.45","",""
"Atlacomulco, México","Eficiencia global (%)","","","","","","","","","","","","","",""
"Monterrey, Nuevo León","Eficiencia global (%)","66.68","69.99","","64.68","","67.55","72.19","68.63","70.78","69.34","65.18","65.62","67.5","58.86"
"Puebla, Puebla","Eficiencia global (%)","39.37","44.65","49.48","43.63","38.14","40.16","40.66","42.1","41.42","28.06","42.07","43.64","43.96","43.09"
"Izucar de Matamoros, Puebla","Eficiencia global (%)","22.96","34.86","33.32","36.68","52.13","41.07","21.49","24.7","23.02","30.52","50.72","51.17","46.47","38.67"
"San Juan del Río, Querétaro","Eficiencia global (%)","","47.61","45.5","52.38","59.06","61.88","63.94","","","49","44.1","56.44","",""
"Othón P. Blanco - Chetumal, Quintana Roo","Eficiencia global (%)","","","22.16","22.96","25","26.63","26.73","26.69","25.17","24.46","24.98","","21.94","23.57"
"Culiacán, Sinaloa","Eficiencia global (%)","","57.51","58.54","57.08","55.2","59.17","58.56","54.65","63.37","65.81","66.36","53.87","62.24","60.19"
"Guaymas, Sonora","Eficiencia global (%)","","","17.62","19.56","23.46","","26.92","","","24.55","23.94","35.7","24.92","29.18"
"Córdoba, Veracruz","Eficiencia global (%)","","","","","26.47","25.64","25.08","26.5","26.11","28.79","33.45","36.13","46.36","36.75"
"Martínez de la Torre, Veracruz","Eficiencia global (%)","43.04","42.86","36.19","48.65","39.7","57.62","40.13","42.7","42.22","42.88","50.28","51.28","42.85","29.88"
"Xalapa, Veracruz","Eficiencia global (%)","","","","","","21.89","22.16","30.26","34.77","35.83","34.16","35.96","37.8","60.57"
"Tuxtla Gutiérrez, Chiapas","Eficiencia global (%)","","37.91","","","42.16","48.66","","32.56","34.66","39.6","32.62","29.23","27.64","22.15"
"Gómez Palacio, Durango","Eficiencia global (%)","","","","","31.77","30.28","39.62","","","","31.65","31.71","38.69",""
"Durango, Durango","Eficiencia global (%)","","","","","","","","","","36.62","35.83","30.03","30.84","30.49"
"León, Guanajuato","Eficiencia global (%)","","","","","","","","","","56.16","58.06","62.13","62.22","62.1"
"Salamanca, Guanajuato","Eficiencia global (%)","","44.51","42.11","49.39","42.13","44.05","42.31","47.94","47.92","","","","",""
"Guanajuato, Guanajuato","Eficiencia global (%)","","","","","","","34.74","35.14","36.5","31.84","31.99","46.32","54.43","47.2"
"Acapulco, Guerrero","Eficiencia global (%)","","","","36.61","36.47","36.47","31.02","31.57","28.53","28.88","24.15","25.96","",""
"Lázaro Cárdenas, Michoacán","Eficiencia global (%)","","","","","","56.11","","","","","27","41.23","","39.9"
"Querétaro, Querétaro","Eficiencia global (%)","48.62","43.12","44.44","44.89","41.2","","","","","41.76","40.16","51.4","58.42","37.44"
"Guasave, Sinaloa","Eficiencia global (%)","","","","","","","51.69","48.84","51.2","52.75","53.57","53.16","44.62","51.66"
"San Luis Río Colorado, Sonora","Eficiencia global (%)","","","","","","65.68","62.21","","29.38","37.46","","34.68","57.47",""
"Hermosillo, Sonora","Eficiencia global (%)","","45.41","48.96","53.77","57.97","46.92","46.57","46.96","51.38","51.63","48.12","44.49","46.13","47.52"
"Agua Prieta, Sonora","Eficiencia global (%)","","","","28.42","67.53","65.33","35.16","40.86","40.78","38.49","42.17","46.96","38.7",""
"Caborca, Sonora","Eficiencia global (%)","","","","","","","","45.07","","50.89","42.26","52.5","52.75","50.23"
"Valle de Chalco, México","Eficiencia global (%)","","","","","","","","","","","","","",""
"Nogales, Sonora","Eficiencia global (%)","","","","","","","","35.87","33.11","42.14","39.4","37.69","","38.62"
"Veracruz, Veracruz","Eficiencia global (%)","27.82","27.82","29.08","28.47","28.45","31.44","59.29","60.32","59.92","53.09","66.75","62.24","63.33","60.02"
"Minatitlán, Veracruz","Eficiencia global (%)","","","34.76","40.93","30.16","24.61","18.18","30.8","","","","","27.32",""
"Valladolid, Yucatán","Eficiencia global (%)","","","","","","19.41","","","","","","","",""
"Zacatecas, Zacatecas","Eficiencia global (%)","50.03","48.25","","44.68","60.79","","46.45","46.92","47.3","39.55","47.22","54.77","50.34","45.53"
"Mazatlán, Sinaloa","Eficiencia global (%)","37.17","42.84","50.58","48.58","51.4","51.54","49.76","42.23","38.05","40.26","31.74","30.45","30.82","30.16"
"La Paz BCS, Baja California Sur","Eficiencia global (%)","","","","","","","","","","","","","",""
"Playa del Carmen, Quintana Roo","Eficiencia global (%)","35.71","40.85","","66.87","","","","","","","","","54.63",""
"Felipe Carrillo Puerto, Quintana Roo","Eficiencia global (%)","","21","27.1","29.9","29.46","28.36","19.77","31.79","","29.24","34.12","","","27.47"
"Cozumel, Quintana Roo","Eficiencia global (%)","","","","","","","74.39","77.05","71.15","75.31","66.6","","",""
"Cd. Juárez, Chihuahua","Eficiencia global (%)","","54","64.01","","","","","","","66.12","62.95","60.58","56.74","55.37"
"Tlalnepantla, México","Eficiencia global (%)","21.99","22.14","21.41","24.51","19.13","25.99","24.38","23.38","36.56","38","38.46","42.81","43.14","41.56"
"Chihuahua, Chihuahua","Eficiencia global (%)","48.13","47.72","52.47","51.38","46.68","48.34","52.24","51.74","51.68","46.44","45.97","43.51","",""
"Cd. Valles, San Luis Potosí","Eficiencia global (%)","","39.42","","49.38","49.15","44.4","60.54","54.35","58.59","52.21","52.72","53.73","52.07","50.36"
"Quiroga, Michoacán","Eficiencia global (%)","","","","","","","","","","","","","",""
"Guadalajara, Jalisco","Eficiencia global (%)","","","","","","","","","","55.25","60.11","","",""
"Fresnillo, Zacatecas","Eficiencia global (%)","30.94","26.71","36.04","33.73","38.17","49.97","44.4","37.6","43.8","44.23","46.06","44.48","44.85","38.35"
"Aguascalientes, Aguascalientes","Eficiencia global (%)","","","","48.14","50.84","53.6","52.77","53.04","53.43","54.28","54.35","53.21","53.21","44.69"
"Tepic, Nayarit","Eficiencia global (%)","","32.7","","","","64.31","","34.65","39","28.93","","","",""
"Nezahualcóyotl, México","Eficiencia global (%)","","","","","","","","36.56","33.54","29.76","35.28","41.68","",""
